case_id,client_id,case_type,state,intake_date,date_opened,date_closed,case_status,current_stage,assigned_case_manager,attorney_id,days_in_stage,medical_records_received,missing_documents,communication_count,workup_completed,case_outcome,settlement_amount,workup_completed_date,last_activity_date
CASE-000148,CL-00130,Slip and Fall,VA,2024-08-06,2024-08-07,,In Negotiation,Negotiation,CM-015,ATT-012,34,1,2,11,1,In Progress,,2024-10-26,2025-06-29
CASE-000149,CL-00131,Mass Tort - Talcum,NY,2024-09-21,2024-09-23,,Active - Intake,Intake,CM-010,ATT-006,21,1,0,7,0,In Progress,,,2025-06-11
CASE-000150,CL-00132,Mass Tort - Roundup,TN,2025-04-04,2025-04-05,2025-06-30,Settled,Resolved,CM-010,ATT-009,40,1,1,13,1,Settled,214619.11,2025-06-14,2025-06-16
CASE-000151,CL-00133,Premises Liability,TX,2024-09-19,2024-09-23,,In Workup,Workup Complete,CM-012,ATT-006,49,1,1,9,1,In Progress,,2024-11-28,2025-06-14
CASE-000152,CL-00134,Slip and Fall,FL,2024-06-05,2024-06-10,,In Negotiation,Demand Sent,CM-012,ATT-008,23,1,0,5,1,In Progress,,2024-07-30,2025-06-23
CASE-000153,CL-00135,Mass Tort - Camp Lejeune,TX,2024-05-13,2024-05-18,,Pending Records,Records Requested,CM-013,ATT-006,44,1,2,16,0,In Progress,,,2025-05-09
CASE-000154,CL-00136,Slip and Fall,NJ,2024-06-13,2024-06-16,,Active - Signed,Retainer Signed,CM-017,ATT-008,33,0,3,10,0,In Progress,,,2025-06-12
CASE-000155,CL-00137,Product Liability,NJ,2024-10-19,2024-10-24,,In Negotiation,Negotiation,CM-014,ATT-005,19,0,0,13,1,In Progress,,2025-01-15,2025-06-25
CASE-000156,CL-00137,Mass Tort - Roundup,NJ,2024-10-19,2024-10-24,2025-06-30,Settled,Resolved,CM-008,ATT-010,74,1,2,9,1,Settled,97910.32,2025-01-10,2025-06-28
CASE-000157,CL-00138,Motor Vehicle Accident,MO,2025-04-03,2025-04-06,,In Workup,Records Received,CM-009,ATT-008,35,0,2,10,0,In Progress,,,2025-06-26
CASE-000158,CL-00139,Motor Vehicle Accident,FL,2024-06-28,2024-07-01,2024-10-23,Dropped,Retainer Signed,CM-017,ATT-002,9,0,3,10,0,Dropped,,,2024-10-23
CASE-000159,CL-00140,Workers Compensation,TX,2024-01-17,2024-01-21,,In Workup,Workup Complete,CM-003,ATT-004,28,1,3,6,1,In Progress,,2024-04-17,2025-06-20
CASE-000160,CL-00141,Nursing Home Negligence,MO,2024-01-06,2024-01-11,,Pending Records,Records Requested,CM-005,ATT-006,22,1,5,9,0,In Progress,,,2025-06-30
CASE-000161,CL-00142,Premises Liability,NY,2024-12-23,2024-12-24,,In Negotiation,Demand Sent,CM-011,ATT-011,19,0,1,10,1,In Progress,,2025-03-26,2025-06-23
CASE-000162,CL-00143,Motor Vehicle Accident,PA,2025-02-20,2025-02-24,,In Negotiation,Demand Sent,CM-015,ATT-008,69,1,2,9,1,In Progress,,2025-05-13,2025-06-22
CASE-000163,CL-00144,Workers Compensation,NY,2023-09-19,2023-09-24,,In Negotiation,Negotiation,CM-011,ATT-001,25,1,3,7,1,In Progress,,2023-12-21,2025-06-29
CASE-000164,CL-00145,Mass Tort - Talcum,OH,2023-08-21,2023-08-25,2024-07-24,Dropped,Records Received,CM-013,ATT-002,49,0,2,10,0,Dropped,,,2024-07-24
CASE-000165,CL-00146,Motor Vehicle Accident,NY,2024-09-14,2024-09-18,,In Negotiation,Demand Sent,CM-001,ATT-011,75,1,0,6,1,In Progress,,2024-11-08,2025-06-28
CASE-000166,CL-00147,Motor Vehicle Accident,CA,2023-10-20,2023-10-23,,Pending Records,Records Requested,CM-015,ATT-008,22,1,3,9,0,In Progress,,,2025-01-28
CASE-000167,CL-00148,Mass Tort - Roundup,TX,2025-02-27,2025-02-27,,Active - Intake,Intake,CM-012,ATT-007,51,1,1,14,0,In Progress,,,2025-05-28
CASE-000168,CL-00149,Premises Liability,CA,2024-03-21,2024-03-24,2025-06-30,Closed-Lost,Resolved,CM-004,ATT-001,75,0,1,7,1,Dismissed,,2024-06-21,2025-06-22
CASE-000169,CL-00150,Mass Tort - Roundup,AL,2023-10-18,2023-10-18,,Active - Intake,Intake,CM-016,ATT-007,42,0,2,13,0,In Progress,,,2025-06-10
CASE-000170,CL-00151,Mass Tort - Talcum,PA,2025-05-13,2025-05-17,,In Negotiation,Demand Sent,CM-008,ATT-004,31,1,3,13,1,In Progress,,,2025-06-28
CASE-000171,CL-00152,Dog Bite,NJ,2023-11-04,2023-11-09,,In Workup,Workup Complete,CM-004,ATT-003,62,1,1,12,1,In Progress,,2024-01-17,2025-06-29
CASE-000172,CL-00153,Mass Tort - Roundup,PA,2024-02-24,2024-02-27,,Pending Records,Records Requested,CM-004,ATT-001,69,1,1,10,0,In Progress,,,2025-06-22
CASE-000173,CL-00154,Slip and Fall,GA,2023-10-26,2023-10-31,,In Negotiation,Negotiation,CM-009,ATT-008,77,1,0,11,1,In Progress,,2023-12-26,2025-06-17
CASE-000174,CL-00155,Motor Vehicle Accident,NJ,2023-09-27,2023-10-02,,Pending Records,Records Requested,CM-006,ATT-012,28,1,4,11,0,In Progress,,,2025-06-23
CASE-000175,CL-00156,Medical Malpractice,TX,2023-07-18,2023-07-20,2023-11-08,Dropped,Intake,CM-001,ATT-007,7,1,1,8,0,Dropped,,,2023-11-08
CASE-000176,CL-00157,Slip and Fall,TX,2023-08-13,2023-08-15,,In Negotiation,Demand Sent,CM-008,ATT-007,86,0,2,8,1,In Progress,,2023-11-25,2025-06-08
CASE-000177,CL-00158,Workers Compensation,LA,2023-11-12,2023-11-17,,In Negotiation,Negotiation,CM-011,ATT-007,29,0,1,8,1,In Progress,,2024-02-15,2025-06-21
CASE-000178,CL-00159,Mass Tort - Roundup,CA,2023-08-12,2023-08-13,,In Workup,Workup Complete,CM-002,ATT-009,72,1,1,8,1,In Progress,,2023-10-17,2025-06-15
CASE-000179,CL-00160,Slip and Fall,CA,2024-09-12,2024-09-13,,Active - Signed,Retainer Signed,CM-005,ATT-005,66,1,1,7,0,In Progress,,,2025-06-28
CASE-000180,CL-00161,Motor Vehicle Accident,NY,2024-11-07,2024-11-07,2025-06-30,Settled,Resolved,CM-005,ATT-006,59,1,1,6,1,Settled,43403.7,2025-01-09,2025-06-15
CASE-000181,CL-00162,Medical Malpractice,TX,2024-05-25,2024-05-29,,Active - Signed,Retainer Signed,CM-017,ATT-002,8,0,2,12,0,In Progress,,,2025-05-26
CASE-000182,CL-00163,Mass Tort - Talcum,CA,2024-03-29,2024-03-31,,In Workup,Workup Complete,CM-016,ATT-006,64,1,3,11,1,In Progress,,2024-07-01,2025-06-02
CASE-000183,CL-00164,Slip and Fall,TX,2024-07-23,2024-07-28,,In Workup,Workup Complete,CM-003,ATT-012,9,1,1,10,1,In Progress,,2024-10-03,2025-06-30
CASE-000184,CL-00165,Workers Compensation,MO,2025-04-09,2025-04-11,,Active - Signed,Retainer Signed,CM-013,ATT-005,19,1,4,7,0,In Progress,,,2025-06-24
CASE-000185,CL-00166,Workers Compensation,TX,2025-03-21,2025-03-26,,In Workup,Workup Complete,CM-002,ATT-004,15,1,1,14,1,In Progress,,2025-06-05,2025-06-03
CASE-000186,CL-00167,Motor Vehicle Accident,TN,2023-08-04,2023-08-07,,Active - Intake,Intake,CM-004,ATT-004,28,1,1,7,0,In Progress,,,2025-06-19
CASE-000187,CL-00168,Workers Compensation,VA,2023-11-17,2023-11-17,,In Workup,Workup Complete,CM-002,ATT-006,68,1,1,12,1,In Progress,,2024-01-25,2025-06-25
CASE-000188,CL-00169,Motor Vehicle Accident,TX,2024-01-06,2024-01-07,2025-06-29,Settled,Resolved,CM-010,ATT-004,47,1,3,9,1,Settled,32972.51,2024-04-06,2025-06-17
CASE-000189,CL-00170,Premises Liability,NJ,2024-01-18,2024-01-22,,In Negotiation,Demand Sent,CM-001,ATT-005,49,0,1,7,1,In Progress,,2024-04-20,2025-06-14
CASE-000190,CL-00171,Premises Liability,IL,2024-08-31,2024-09-03,,Active - Intake,Intake,CM-016,ATT-006,29,1,5,8,0,In Progress,,,2025-06-11
CASE-000191,CL-00172,Premises Liability,OH,2024-06-07,2024-06-10,,In Workup,Records Received,CM-014,ATT-004,26,1,4,9,0,In Progress,,,2025-06-27
CASE-000192,CL-00173,Product Liability,FL,2023-08-08,2023-08-13,,In Workup,Workup Complete,CM-007,ATT-006,15,0,2,8,1,In Progress,,2023-11-23,2025-06-06
CASE-000193,CL-00174,Medical Malpractice,CA,2024-05-13,2024-05-16,2025-06-30,Settled,Resolved,CM-002,ATT-012,82,1,1,13,1,Settled,130614.46,2024-07-25,2025-06-29
CASE-000194,CL-00174,Motor Vehicle Accident,CA,2024-05-13,2024-05-14,,In Workup,Workup Complete,CM-012,ATT-009,68,1,4,9,1,In Progress,,2024-08-24,2025-06-12
CASE-000195,CL-00175,Medical Malpractice,OH,2024-08-02,2024-08-06,,In Workup,Records Received,CM-010,ATT-006,16,0,3,7,0,In Progress,,,2025-06-30
CASE-000196,CL-00175,Medical Malpractice,OH,2024-08-02,2024-08-02,2025-06-25,Settled,Resolved,CM-013,ATT-012,25,1,2,7,1,Settled,1080000.0,2024-10-17,2025-05-27
CASE-000197,CL-00176,Slip and Fall,CA,2023-09-16,2023-09-19,,In Workup,Workup Complete,CM-004,ATT-004,29,1,1,12,1,In Progress,,2023-11-27,2025-06-19
CASE-000198,CL-00177,Motor Vehicle Accident,MI,2025-03-06,2025-03-10,,Pending Records,Records Requested,CM-009,ATT-007,25,0,2,13,0,In Progress,,,2025-06-22
CASE-000199,CL-00178,Product Liability,AZ,2023-08-10,2023-08-11,2025-06-30,Settled,Resolved,CM-011,ATT-005,72,1,1,7,1,Settled,113807.88,2023-10-14,2025-05-30
CASE-000200,CL-00179,Motor Vehicle Accident,OH,2025-05-16,2025-05-16,,In Workup,Workup Complete,CM-010,ATT-012,45,1,2,10,1,In Progress,,,2025-03-20
CASE-000201,CL-00180,Mass Tort - Camp Lejeune,NJ,2023-09-14,2023-09-14,,Active - Signed,Retainer Signed,CM-005,ATT-004,69,1,2,5,0,In Progress,,,2025-06-23
CASE-000202,CL-00181,Motor Vehicle Accident,NY,2025-03-15,2025-03-19,,In Workup,Workup Complete,CM-015,ATT-001,19,1,0,11,1,In Progress,,2025-05-14,2025-06-23
CASE-000203,CL-00182,Motor Vehicle Accident,TN,2025-04-30,2025-05-01,,Pending Records,Records Requested,CM-014,ATT-004,31,1,2,9,0,In Progress,,,2025-06-17
CASE-000204,CL-00183,Slip and Fall,TX,2025-06-19,2025-06-24,2025-06-30,Settled,Resolved,CM-005,ATT-005,7,1,2,10,1,Settled,57614.47,,2025-04-25
CASE-000205,CL-00183,Medical Malpractice,TX,2025-06-19,2025-06-24,2025-06-30,Settled,Resolved,CM-013,ATT-011,42,1,1,11,1,Settled,432739.94,,2025-06-15
CASE-000206,CL-00184,Premises Liability,TX,2025-02-07,2025-02-09,,In Negotiation,Negotiation,CM-016,ATT-010,64,1,3,13,1,In Progress,,2025-05-14,2025-06-27
CASE-000207,CL-00184,Slip and Fall,TX,2025-02-07,2025-02-07,,In Workup,Records Received,CM-001,ATT-003,29,1,1,9,0,In Progress,,,2025-06-25
CASE-000208,CL-00185,Motor Vehicle Accident,GA,2025-01-19,2025-01-20,,In Negotiation,Negotiation,CM-008,ATT-001,65,1,1,7,1,In Progress,,2025-03-25,2025-06-29
CASE-000209,CL-00186,Motor Vehicle Accident,CA,2024-10-13,2024-10-17,,In Negotiation,Demand Sent,CM-015,ATT-005,45,1,1,9,1,In Progress,,2024-12-22,2025-06-11
CASE-000210,CL-00187,Motor Vehicle Accident,CA,2025-01-19,2025-01-19,,In Negotiation,Negotiation,CM-014,ATT-011,35,1,2,12,1,In Progress,,2025-04-10,2025-06-21
CASE-000211,CL-00188,Dog Bite,CA,2023-10-11,2023-10-12,,In Negotiation,Demand Sent,CM-013,ATT-008,52,1,0,7,1,In Progress,,2023-12-03,2025-06-20
CASE-000212,CL-00188,Slip and Fall,CA,2023-10-11,2023-10-14,2023-12-16,Dropped,Intake,CM-004,ATT-009,15,1,0,10,0,Dropped,,,2023-12-16
CASE-000213,CL-00189,Product Liability,GA,2024-08-10,2024-08-10,,In Negotiation,Demand Sent,CM-002,ATT-009,44,1,0,8,1,In Progress,,2024-10-02,2025-06-13
CASE-000214,CL-00190,Motor Vehicle Accident,TX,2024-07-28,2024-07-30,2025-06-30,Dropped,Resolved,CM-007,ATT-006,29,1,0,13,1,Dropped,,2024-09-26,2025-06-18
CASE-000215,CL-00191,Motor Vehicle Accident,MI,2025-03-26,2025-03-30,,In Workup,Workup Complete,CM-009,ATT-005,39,1,1,6,1,In Progress,,,2025-06-21
CASE-000216,CL-00192,Slip and Fall,NJ,2024-07-02,2024-07-03,,In Negotiation,Demand Sent,CM-004,ATT-001,70,0,0,8,1,In Progress,,2024-09-19,2025-06-29
CASE-000217,CL-00193,Product Liability,FL,2024-05-20,2024-05-25,2025-06-30,Settled,Resolved,CM-011,ATT-009,81,1,2,16,1,Settled,74316.13,2024-08-03,2025-06-20
CASE-000218,CL-00194,Mass Tort - Camp Lejeune,LA,2024-10-11,2024-10-14,2025-06-30,Settled,Resolved,CM-008,ATT-006,64,0,1,5,1,Settled,107158.03,2025-01-09,2025-06-28
CASE-000219,CL-00195,Mass Tort - Camp Lejeune,NJ,2024-02-05,2024-02-10,,In Workup,Records Received,CM-012,ATT-012,72,1,3,8,0,In Progress,,,2025-06-17
CASE-000220,CL-00196,Motor Vehicle Accident,CA,2023-10-15,2023-10-16,,In Workup,Records Received,CM-012,ATT-006,15,1,3,8,0,In Progress,,,2025-06-16
CASE-000221,CL-00197,Motor Vehicle Accident,TN,2024-07-10,2024-07-12,2025-06-27,Settled,Resolved,CM-001,ATT-010,65,1,2,4,1,Settled,59592.52,2024-09-23,2025-06-27
CASE-000222,CL-00197,Motor Vehicle Accident,TN,2024-07-10,2024-07-14,,In Workup,Workup Complete,CM-016,ATT-008,20,1,2,9,1,In Progress,,2024-09-30,2025-05-25
CASE-000223,CL-00198,Motor Vehicle Accident,CA,2024-06-08,2024-06-13,,In Negotiation,Demand Sent,CM-003,ATT-006,49,1,1,3,1,In Progress,,2024-08-12,2025-06-22
CASE-000224,CL-00199,Premises Liability,NC,2024-01-02,2024-01-06,,Active - Intake,Intake,CM-015,ATT-012,69,1,2,7,0,In Progress,,,2025-06-30
CASE-000225,CL-00200,Slip and Fall,OH,2024-05-09,2024-05-12,,Active - Intake,Intake,CM-006,ATT-001,58,0,5,11,0,In Progress,,,2025-04-30
CASE-000226,CL-00201,Motor Vehicle Accident,VA,2024-05-09,2024-05-11,,In Workup,Workup Complete,CM-006,ATT-009,33,0,2,11,1,In Progress,,2024-08-24,2025-06-18
CASE-000227,CL-00202,Premises Liability,CA,2024-04-07,2024-04-07,,In Negotiation,Negotiation,CM-006,ATT-002,79,0,0,10,1,In Progress,,2024-06-26,2025-06-26
CASE-000228,CL-00203,Medical Malpractice,CA,2024-05-17,2024-05-21,2025-06-30,Settled,Resolved,CM-005,ATT-005,24,0,2,11,1,Settled,196611.57,2024-09-03,2025-06-23
CASE-000229,CL-00204,Motor Vehicle Accident,TX,2024-11-10,2024-11-15,,In Workup,Workup Complete,CM-004,ATT-002,43,1,4,7,1,In Progress,,2025-02-23,2025-05-30
CASE-000230,CL-00205,Mass Tort - Roundup,OH,2024-03-07,2024-03-11,,Active - Intake,Intake,CM-017,ATT-011,66,0,0,11,0,In Progress,,,2025-06-18
CASE-000231,CL-00205,Premises Liability,OH,2024-03-07,2024-03-07,,In Workup,Workup Complete,CM-016,ATT-003,38,1,2,10,1,In Progress,,2024-05-25,2025-04-17
CASE-000232,CL-00206,Slip and Fall,TX,2025-05-31,2025-06-03,,In Negotiation,Demand Sent,CM-016,ATT-007,5,1,0,9,1,In Progress,,,2025-06-24
CASE-000233,CL-00207,Wrongful Death,NY,2025-05-10,2025-05-15,,Active - Intake,Intake,CM-001,ATT-008,16,1,1,5,0,In Progress,,,2025-06-21
CASE-000234,CL-00207,Product Liability,NY,2025-05-10,2025-05-14,,Active - Intake,Intake,CM-015,ATT-001,58,1,1,11,0,In Progress,,,2025-06-27
CASE-000235,CL-00208,Motor Vehicle Accident,TX,2024-07-12,2024-07-12,2025-06-30,Closed-Lost,Resolved,CM-016,ATT-009,70,1,0,10,1,Dismissed,,2024-09-05,2025-06-28
CASE-000236,CL-00209,Motor Vehicle Accident,FL,2024-04-08,2024-04-11,,Active - Signed,Retainer Signed,CM-015,ATT-006,40,0,1,9,0,In Progress,,,2025-04-28
CASE-000237,CL-00210,Mass Tort - Talcum,FL,2024-08-09,2024-08-13,,In Negotiation,Demand Sent,CM-016,ATT-003,15,1,1,10,1,In Progress,,2024-10-19,2025-06-28
CASE-000238,CL-00211,Slip and Fall,TX,2025-03-19,2025-03-19,,In Workup,Records Received,CM-002,ATT-001,27,1,1,8,0,In Progress,,,2025-06-27
CASE-000239,CL-00212,Motor Vehicle Accident,CA,2024-10-19,2024-10-21,,In Negotiation,Negotiation,CM-007,ATT-006,38,0,3,10,1,In Progress,,2025-02-14,2025-06-19
CASE-000240,CL-00213,Motor Vehicle Accident,FL,2025-02-09,2025-02-10,2025-06-27,Settled,Resolved,CM-008,ATT-002,41,1,2,5,1,Settled,26849.26,2025-04-25,2025-06-19
CASE-000241,CL-00214,Mass Tort - Camp Lejeune,TX,2024-08-07,2024-08-10,,In Workup,Workup Complete,CM-011,ATT-009,7,1,2,11,1,In Progress,,2024-10-29,2025-06-19
CASE-000242,CL-00215,Mass Tort - Camp Lejeune,TX,2024-10-07,2024-10-12,,In Workup,Records Received,CM-013,ATT-002,47,1,0,16,0,In Progress,,,2025-06-23
CASE-000243,CL-00216,Workers Compensation,NY,2024-02-27,2024-02-28,,In Workup,Records Received,CM-001,ATT-003,30,1,3,13,0,In Progress,,,2025-06-02
CASE-000244,CL-00217,Premises Liability,PA,2024-12-15,2024-12-15,,In Workup,Records Received,CM-005,ATT-009,20,1,1,11,0,In Progress,,,2025-06-27
CASE-000245,CL-00218,Slip and Fall,FL,2023-12-05,2023-12-10,2025-06-30,Settled,Resolved,CM-012,ATT-008,31,1,1,10,1,Settled,-24471.4,2024-02-15,2025-06-17
CASE-000246,CL-00219,Motor Vehicle Accident,TX,2024-11-16,2024-11-17,,In Negotiation,Negotiation,CM-011,ATT-003,15,1,3,7,1,In Progress,,2025-02-13,2025-06-29
CASE-000247,CL-00220,Slip and Fall,AL,2025-03-29,2025-03-31,,Active - Signed,Retainer Signed,CM-006,ATT-007,59,0,3,5,0,In Progress,,,2025-06-19
CASE-000248,CL-00221,Motor Vehicle Accident,TX,2023-10-09,2023-10-12,,Active - Intake,Intake,CM-009,ATT-008,22,0,2,6,0,In Progress,,,2025-06-22
CASE-000249,CL-00222,Motor Vehicle Accident,NY,2024-09-26,2024-09-30,,In Workup,Workup Complete,CM-003,ATT-002,20,0,4,11,1,In Progress,,2025-02-06,2025-06-17
CASE-000250,CL-00223,Motor Vehicle Accident,FL,2023-09-11,2023-09-11,,In Workup,Workup Complete,CM-010,ATT-010,22,1,2,14,1,In Progress,,2023-12-03,2025-06-25
CASE-000251,CL-00224,Motor Vehicle Accident,CA,2024-12-08,2024-12-10,2025-01-17,Dropped,Intake,CM-001,ATT-003,37,1,2,8,0,Dropped,,,2025-01-17
CASE-000252,CL-00225,Slip and Fall,MI,2023-09-04,2023-09-04,,Active - Signed,Retainer Signed,CM-016,ATT-010,44,1,2,10,0,In Progress,,,2025-06-20
CASE-000253,CL-00225,Mass Tort - Roundup,MI,2023-09-04,2023-09-08,,In Workup,Records Received,CM-018,ATT-010,24,1,6,9,0,In Progress,,,2025-06-28
CASE-000254,CL-00226,Dog Bite,MI,2025-05-23,2025-05-23,,In Workup,Workup Complete,CM-010,ATT-006,66,0,2,6,1,In Progress,,,2025-06-26
CASE-000255,CL-00227,Medical Malpractice,FL,2023-10-13,2023-10-15,,Active - Signed,Retainer Signed,CM-005,ATT-006,61,1,1,16,0,In Progress,,,2025-06-25
CASE-000256,CL-00228,Slip and Fall,TX,2025-06-06,2025-06-11,,In Workup,Records Received,CM-012,ATT-012,66,1,1,7,0,In Progress,,,2025-05-29
CASE-000257,CL-00229,Motor Vehicle Accident,MI,2025-02-06,2025-02-10,,In Negotiation,Negotiation,CM-018,ATT-011,9,1,1,11,1,In Progress,,2025-04-19,2025-06-25
CASE-000258,CL-00230,Motor Vehicle Accident,TX,2024-09-13,2024-09-17,,Pending Records,Records Requested,CM-006,ATT-003,41,1,1,7,0,In Progress,,,2025-06-14
CASE-000259,CL-00231,Motor Vehicle Accident,FL,2025-01-22,2025-01-27,2025-06-27,Settled,Resolved,CM-009,ATT-011,22,1,1,12,1,Settled,28806.18,2025-04-06,2025-06-05
CASE-000260,CL-00232,Medical Malpractice,NJ,2025-02-01,2025-02-06,2025-06-29,Settled,Resolved,CM-005,ATT-012,24,0,2,7,1,Settled,274805.39,2025-05-18,2025-06-29
CASE-000261,CL-00233,Motor Vehicle Accident,TX,2025-05-29,2025-06-03,,In Negotiation,Negotiation,CM-002,ATT-008,46,1,1,8,1,In Progress,,,2025-04-20
CASE-000262,CL-00234,Motor Vehicle Accident,FL,2024-01-22,2024-01-22,,In Workup,Workup Complete,CM-013,ATT-004,71,1,1,14,1,In Progress,,2024-04-02,2025-05-30
CASE-000263,CL-00235,Premises Liability,TX,2024-09-11,2024-09-12,,In Negotiation,Negotiation,CM-014,ATT-010,60,1,2,15,1,In Progress,,2024-11-20,2025-06-21
CASE-000264,CL-00235,Premises Liability,TX,2024-09-11,2024-09-15,,Active - Signed,Retainer Signed,CM-011,ATT-009,8,0,3,9,0,In Progress,,,2025-05-26
CASE-000265,CL-00236,Motor Vehicle Accident,TX,2023-09-11,2023-09-14,,Active - Signed,Retainer Signed,CM-001,ATT-003,48,0,1,7,0,In Progress,,,2025-05-15
CASE-000266,CL-00237,Mass Tort - Camp Lejeune,CA,2024-09-27,2024-09-28,2025-06-15,Settled,Resolved,CM-005,ATT-006,13,1,2,7,1,Settled,103415.54,2024-12-13,2025-06-15
CASE-000267,CL-00237,Slip and Fall,CA,2024-09-27,2024-09-27,,Active - Intake,Intake,CM-007,ATT-003,15,1,5,10,0,In Progress,,,2025-05-30
CASE-000268,CL-00238,Workers Compensation,FL,2023-11-09,2023-11-14,,Active - Intake,Intake,CM-007,ATT-009,22,1,2,8,0,In Progress,,,2025-06-16
CASE-000269,CL-00239,Mass Tort - Roundup,CA,2024-08-27,2024-08-27,,In Workup,Workup Complete,CM-017,ATT-002,35,0,2,7,1,In Progress,,2024-12-06,2025-06-29
CASE-000270,CL-00240,Product Liability,NY,2024-08-31,2024-08-31,,In Negotiation,Negotiation,CM-015,ATT-012,74,1,1,13,1,In Progress,,2024-11-09,2025-06-22
CASE-000271,CL-00241,Motor Vehicle Accident,IL,2024-07-04,2024-07-04,,In Workup,Workup Complete,CM-016,ATT-006,22,1,1,7,1,In Progress,,2024-09-06,2025-06-10
CASE-000272,CL-00242,Slip and Fall,NJ,2024-08-01,2024-08-06,,In Workup,Workup Complete,CM-008,ATT-002,30,1,1,14,1,In Progress,,2024-10-16,2025-04-22
CASE-000273,CL-00243,Mass Tort - Roundup,CA,2025-01-06,2025-01-08,,Active - Signed,Retainer Signed,CM-017,ATT-001,26,1,1,10,0,In Progress,,,2025-06-03
CASE-000274,CL-00244,Wrongful Death,NC,2025-02-05,2025-02-07,2025-06-30,Closed-Lost,Resolved,CM-011,ATT-007,51,1,0,6,1,Dismissed,,2025-03-30,2025-06-28
CASE-000275,CL-00245,Premises Liability,NC,2024-07-17,2024-07-20,,In Negotiation,Demand Sent,CM-001,ATT-006,33,0,1,8,1,In Progress,,2024-10-18,2025-06-28
CASE-000276,CL-00246,Motor Vehicle Accident,AL,2024-09-17,2024-09-18,,In Negotiation,Negotiation,CM-007,ATT-012,26,1,2,15,1,In Progress,,2024-11-26,2025-05-19
CASE-000277,CL-00247,Workers Compensation,FL,2025-05-20,2025-05-23,,In Negotiation,Demand Sent,CM-009,ATT-001,60,1,1,9,1,In Progress,,,2025-06-26
CASE-000278,CL-00248,Mass Tort - Talcum,IL,2023-09-30,2023-10-03,2025-06-30,Dropped,Resolved,CM-011,ATT-007,88,1,2,2,1,Dropped,,2023-12-13,2025-06-25
CASE-000279,CL-00249,Motor Vehicle Accident,NJ,2023-09-28,2023-09-29,,In Negotiation,Negotiation,CM-017,ATT-006,32,1,3,9,1,In Progress,,2023-12-28,2025-06-08
CASE-000280,CL-00250,Medical Malpractice,TN,2023-09-06,2023-09-10,,In Workup,Workup Complete,CM-008,ATT-009,75,1,1,5,1,In Progress,,2023-11-11,2025-06-25
CASE-000281,CL-00251,Motor Vehicle Accident,TX,2024-10-23,2024-10-23,,In Negotiation,Negotiation,CM-015,ATT-007,11,1,2,9,1,In Progress,,2025-01-09,2025-06-11
CASE-000282,CL-00252,Medical Malpractice,PA,2024-06-09,2024-06-14,,Active - Intake,Intake,CM-016,ATT-008,31,1,2,5,0,In Progress,,,2025-06-24
CASE-000283,CL-00253,Product Liability,PA,2025-01-15,2025-01-16,,In Negotiation,Negotiation,CM-017,ATT-005,8,1,1,10,1,In Progress,,2025-03-24,2025-06-20
CASE-000284,CL-00254,Slip and Fall,TX,2024-10-31,2024-11-05,,In Negotiation,Demand Sent,CM-013,ATT-010,71,1,1,11,1,In Progress,,2025-01-12,2025-05-07
CASE-000285,CL-00254,Mass Tort - Talcum,TX,2024-10-31,2024-11-04,,In Workup,Records Received,CM-017,ATT-001,26,1,1,7,0,In Progress,,,2025-05-17
CASE-000286,CL-00255,Motor Vehicle Accident,CA,2024-04-13,2024-04-18,,In Negotiation,Negotiation,CM-002,ATT-004,-42,1,0,8,1,In Progress,,2024-06-10,2025-06-23
CASE-000287,CL-00256,Motor Vehicle Accident,AZ,2025-04-27,2025-04-28,,In Workup,Workup Complete,CM-016,ATT-004,23,1,3,14,1,In Progress,,,2025-06-15
CASE-000288,CL-00256,Slip and Fall,AZ,2025-04-27,2025-04-28,,In Negotiation,Negotiation,CM-018,ATT-012,65,1,2,7,1,In Progress,,,2025-04-06
CASE-000289,CL-00257,Nursing Home Negligence,FL,2025-01-05,2025-01-07,,In Workup,Records Received,CM-011,ATT-009,32,1,1,6,0,In Progress,,,2025-05-18
CASE-000290,CL-00258,Mass Tort - Talcum,CA,2024-02-09,2024-02-11,,Pending Records,Records Requested,CM-009,ATT-011,39,1,0,10,0,In Progress,,,2025-05-11
CASE-000291,CL-00259,Workers Compensation,GA,2024-05-07,2024-05-12,2025-06-30,Settled,Resolved,CM-015,ATT-010,53,0,4,12,1,Settled,86532.72,2024-09-19,2025-06-26
CASE-000292,CL-00260,Slip and Fall,PA,2024-03-25,2024-03-28,,Pending Records,Records Requested,CM-012,ATT-012,71,1,1,10,0,In Progress,,,2025-06-23
CASE-000293,CL-00261,Mass Tort - Camp Lejeune,MI,2023-10-29,2023-11-01,,In Workup,Records Received,CM-014,ATT-004,64,1,2,9,0,In Progress,,,2025-06-27
CASE-000294,CL-00262,Mass Tort - Talcum,CA,2023-10-21,2023-10-26,,Pending Records,Records Requested,CM-007,ATT-003,36,1,1,5,0,In Progress,,,2025-06-21
CASE-000295,CL-00263,Motor Vehicle Accident,FL,2025-05-23,2025-05-26,2025-06-18,Settled,Resolved,CM-001,ATT-007,49,1,1,10,1,Settled,48183.8,,2025-05-18
