activity_id,case_id,case_manager_id,activity_type,activity_date,duration_minutes
ACT-0000399,CASE-000069,CM-009,Internal Note,2023-12-16,18
ACT-0000400,CASE-000069,CM-009,Internal Note,2023-12-31,19
ACT-0000401,CASE-000069,CM-009,Demand Drafting,2023-11-18,19
ACT-0000402,CASE-000069,CM-009,Email,2023-11-05,14
ACT-0000403,CASE-000069,CM-009,Status Update,2023-08-14,22
ACT-0000404,CASE-000069,CM-009,Email,2024-02-04,30
ACT-0000405,CASE-000069,CM-009,SMS,2024-01-31,19
ACT-0000406,CASE-000069,CM-009,Internal Note,2023-12-21,38
ACT-0000407,CASE-000069,CM-009,Phone Call,2024-01-24,14
ACT-0000408,CASE-000069,CM-009,Internal Note,2024-02-05,4
ACT-0000409,CASE-000069,CM-009,SMS,2023-10-02,12
ACT-0000410,CASE-000069,CM-009,Internal Note,2023-09-28,8
ACT-0000411,CASE-000069,CM-009,Email,2023-08-30,17
ACT-0000412,CASE-000070,CM-016,Medical Record Review,2024-09-07,12
ACT-0000413,CASE-000070,CM-016,Client Meeting,2024-01-22,3
ACT-0000414,CASE-000070,CM-016,Negotiation Call,2024-10-02,16
ACT-0000415,CASE-000070,CM-016,Medical Record Review,2024-11-14,21
ACT-0000416,CASE-000070,CM-016,Negotiation Call,2024-11-09,14
ACT-0000417,CASE-000070,CM-016,SMS,2024-08-19,36
ACT-0000418,CASE-000070,CM-016,SMS,2024-12-25,1
ACT-0000419,CASE-000070,CM-016,SMS,2024-02-25,25
ACT-0000420,CASE-000070,CM-016,Status Update,2023-11-15,5
ACT-0000421,CASE-000071,CM-006,Negotiation Call,2024-09-28,10
ACT-0000422,CASE-000071,CM-006,Phone Call,2024-09-05,1
ACT-0000423,CASE-000072,CM-015,Negotiation Call,2025-06-27,23
ACT-0000424,CASE-000072,CM-015,SMS,2025-06-28,16
ACT-0000425,CASE-000072,CM-015,Negotiation Call,2025-06-26,13
ACT-0000426,CASE-000073,CM-006,Client Meeting,2025-06-28,8
ACT-0000427,CASE-000073,CM-006,Internal Note,2025-06-27,22
ACT-0000428,CASE-000074,CM-005,SMS,2025-05-04,39
ACT-0000429,CASE-000075,CM-009,Document Request,2025-01-10,41
ACT-0000430,CASE-000075,CM-009,Document Request,2025-01-04,1
ACT-0000431,CASE-000075,CM-009,Status Update,2025-02-24,15
ACT-0000432,CASE-000075,CM-009,Document Request,2025-02-20,1
ACT-0000433,CASE-000076,CM-013,Status Update,2025-05-15,14
ACT-0000434,CASE-000076,CM-013,Internal Note,2025-05-22,32
ACT-0000435,CASE-000076,CM-013,Demand Drafting,2025-05-13,22
ACT-0000436,CASE-000076,CM-013,Document Request,2025-05-06,29
ACT-0000437,CASE-000076,CM-013,Demand Drafting,2025-05-26,11
ACT-0000438,CASE-000076,CM-013,SMS,2025-05-25,11
ACT-0000439,CASE-000077,CM-014,Email,2025-05-13,17
ACT-0000440,CASE-000077,CM-014,Client Meeting,2025-05-09,5
ACT-0000441,CASE-000077,CM-014,Document Request,2025-05-23,20
ACT-0000442,CASE-000078,CM-004,Phone Call,2025-05-08,17
ACT-0000443,CASE-000078,CM-004,Medical Record Review,2025-05-24,12
ACT-0000444,CASE-000078,CM-004,Medical Record Review,2025-05-06,1
ACT-0000445,CASE-000078,CM-004,Client Meeting,2025-05-04,24
ACT-0000446,CASE-000078,CM-004,Status Update,2025-05-06,22
ACT-0000447,CASE-000078,CM-004,Demand Drafting,2025-05-29,32
ACT-0000448,CASE-000078,CM-004,Medical Record Review,2025-05-23,15
ACT-0000449,CASE-000079,CM-013,Document Request,2024-09-16,12
ACT-0000450,CASE-000079,CM-013,Phone Call,2024-09-05,23
ACT-0000451,CASE-000079,CM-013,SMS,2024-09-09,25
ACT-0000452,CASE-000079,CM-013,Email,2024-09-04,2
ACT-0000453,CASE-000079,CM-013,SMS,2024-08-03,36
ACT-0000454,CASE-000079,CM-013,Email,2024-10-04,12
ACT-0000455,CASE-000079,CM-013,Email,2024-09-22,17
ACT-0000456,CASE-000079,CM-013,Negotiation Call,2024-08-21,10
ACT-0000457,CASE-000079,CM-013,Document Request,2024-09-04,30
ACT-0000458,CASE-000079,CM-013,SMS,2024-09-29,10
ACT-0000459,CASE-000079,CM-013,Document Request,2024-08-27,1
ACT-0000460,CASE-000079,CM-013,SMS,2024-09-21,36
ACT-0000461,CASE-000079,CM-013,Internal Note,2024-09-03,23
ACT-0000462,CASE-000079,CM-013,Phone Call,2024-08-16,24
ACT-0000463,CASE-000080,CM-001,Internal Note,2024-11-27,21
ACT-0000464,CASE-000080,CM-001,Internal Note,2024-11-21,31
ACT-0000465,CASE-000080,CM-001,Client Meeting,2025-04-13,14
ACT-0000466,CASE-000080,CM-001,Demand Drafting,2025-03-02,27
ACT-0000467,CASE-000080,CM-001,Negotiation Call,2024-12-25,21
ACT-0000468,CASE-000080,CM-001,Email,2025-04-09,39
ACT-0000469,CASE-000081,CM-015,Phone Call,2025-03-22,13
ACT-0000470,CASE-000081,CM-015,Internal Note,2025-04-04,16
ACT-0000471,CASE-000081,CM-015,Client Meeting,2025-03-04,25
ACT-0000472,CASE-000082,CM-010,Status Update,2025-03-08,24
ACT-0000473,CASE-000082,CM-010,Negotiation Call,2025-03-22,9
ACT-0000474,CASE-000082,CM-010,Negotiation Call,2024-12-01,20
ACT-0000475,CASE-000082,CM-010,Phone Call,2024-11-30,19
ACT-0000476,CASE-000082,CM-010,Client Meeting,2025-01-18,19
ACT-0000477,CASE-000082,CM-010,Email,2024-11-23,17
ACT-0000478,CASE-000083,CM-009,Document Request,2025-06-26,14
ACT-0000479,CASE-000083,CM-009,SMS,2024-09-13,16
ACT-0000480,CASE-000083,CM-009,Document Request,2024-07-12,34
ACT-0000481,CASE-000083,CM-009,Negotiation Call,2025-06-09,9
ACT-0000482,CASE-000083,CM-009,Status Update,2025-01-07,19
ACT-0000483,CASE-000083,CM-009,Document Request,2024-09-15,23
ACT-0000484,CASE-000083,CM-009,Email,2024-07-30,17
ACT-0000485,CASE-000083,CM-009,Internal Note,2025-04-20,17
ACT-0000486,CASE-000083,CM-009,Document Request,2025-04-14,35
ACT-0000487,CASE-000083,CM-009,SMS,2025-05-19,12
ACT-0000488,CASE-000083,CM-009,Negotiation Call,2025-06-14,20
ACT-0000489,CASE-000084,CM-006,Internal Note,2024-07-25,10
ACT-0000490,CASE-000084,CM-006,Status Update,2023-10-23,22
ACT-0000491,CASE-000084,CM-006,Internal Note,2023-09-23,28
ACT-0000492,CASE-000084,CM-006,Document Request,2024-11-07,17
ACT-0000493,CASE-000084,CM-006,Medical Record Review,2024-11-11,21
ACT-0000494,CASE-000085,CM-001,Medical Record Review,2025-05-06,24
ACT-0000495,CASE-000085,CM-001,Email,2025-02-26,18
ACT-0000496,CASE-000085,CM-001,Internal Note,2025-02-12,32
ACT-0000497,CASE-000086,CM-017,Negotiation Call,2024-05-25,42
ACT-0000498,CASE-000086,CM-017,Phone Call,2024-04-25,9
ACT-0000499,CASE-000086,CM-017,SMS,2024-05-26,23
ACT-0000500,CASE-000087,CM-013,SMS,2025-06-29,19
ACT-0000501,CASE-000087,CM-013,Phone Call,2025-05-30,1
ACT-0000502,CASE-000087,CM-013,Negotiation Call,2025-06-16,23
ACT-0000503,CASE-000087,CM-013,Document Request,2025-06-23,19
ACT-0000504,CASE-000087,CM-013,Document Request,2025-06-17,13
ACT-0000505,CASE-000088,CM-014,Negotiation Call,2025-05-27,15
ACT-0000506,CASE-000088,CM-014,Internal Note,2025-05-29,20
ACT-0000507,CASE-000088,CM-014,Client Meeting,2025-05-29,5
ACT-0000508,CASE-000088,CM-014,Demand Drafting,2025-05-26,16
ACT-0000509,CASE-000088,CM-014,Internal Note,2025-05-28,27
ACT-0000510,CASE-000088,CM-014,Medical Record Review,2025-05-29,13
ACT-0000511,CASE-000088,CM-014,Medical Record Review,2025-05-26,25
ACT-0000512,CASE-000088,CM-014,SMS,2025-05-28,16
ACT-0000513,CASE-000088,CM-014,Internal Note,2025-05-28,26
ACT-0000514,CASE-000089,CM-004,SMS,2024-01-15,22
ACT-0000515,CASE-000089,CM-004,Demand Drafting,2024-04-03,2
ACT-0000516,CASE-000089,CM-004,Status Update,2024-03-21,30
ACT-0000517,CASE-000089,CM-004,Phone Call,2024-01-17,17
ACT-0000518,CASE-000089,CM-004,Client Meeting,2024-02-14,10
ACT-0000519,CASE-000089,CM-004,Email,2024-03-18,27
ACT-0000520,CASE-000089,CM-004,Client Meeting,2024-01-23,20
ACT-0000521,CASE-000090,CM-018,Status Update,2024-01-09,10
ACT-0000522,CASE-000090,CM-018,Document Request,2023-12-16,28
ACT-0000523,CASE-000090,CM-018,Phone Call,2024-03-17,30
ACT-0000524,CASE-000091,CM-008,Negotiation Call,2025-03-07,30
ACT-0000525,CASE-000091,CM-008,Negotiation Call,2025-03-07,9
ACT-0000526,CASE-000091,CM-008,Internal Note,2025-03-09,22
ACT-0000527,CASE-000091,CM-008,Status Update,2025-03-06,23
ACT-0000528,CASE-000091,CM-008,Internal Note,2025-03-10,20
ACT-0000529,CASE-000091,CM-008,Status Update,2025-03-06,22
ACT-0000530,CASE-000092,CM-006,Document Request,2024-08-09,11
ACT-0000531,CASE-000092,CM-006,Demand Drafting,2024-04-05,26
ACT-0000532,CASE-000092,CM-006,Negotiation Call,2024-01-25,1
ACT-0000533,CASE-000092,CM-006,Demand Drafting,2024-05-29,19
ACT-0000534,CASE-000092,CM-006,Email,2024-02-27,1
ACT-0000535,CASE-000092,CM-006,Client Meeting,2023-12-20,4
ACT-0000536,CASE-000092,CM-006,Status Update,2024-09-19,41
ACT-0000537,CASE-000093,CM-002,Client Meeting,2024-10-20,20
ACT-0000538,CASE-000093,CM-002,Phone Call,2024-11-24,1
ACT-0000539,CASE-000093,CM-002,Status Update,2024-08-18,14
ACT-0000540,CASE-000093,CM-002,Client Meeting,2024-03-26,23
ACT-0000541,CASE-000094,CM-008,Client Meeting,2024-11-20,11
ACT-0000542,CASE-000094,CM-008,Internal Note,2024-12-21,9
ACT-0000543,CASE-000094,CM-008,Document Request,2025-02-24,15
ACT-0000544,CASE-000094,CM-008,Phone Call,2024-12-02,26
ACT-0000545,CASE-000094,CM-008,Status Update,2024-12-26,22
ACT-0000546,CASE-000094,CM-008,Demand Drafting,2025-01-28,26
ACT-0000547,CASE-000094,CM-008,Document Request,2024-12-11,19
ACT-0000548,CASE-000094,CM-008,Phone Call,2024-09-27,23
ACT-0000549,CASE-000094,CM-008,Document Request,2024-12-19,28
ACT-0000550,CASE-000095,CM-002,Phone Call,2025-04-21,24
ACT-0000551,CASE-000095,CM-002,Status Update,2025-05-22,22
ACT-0000552,CASE-000095,CM-002,Document Request,2025-05-12,2
ACT-0000553,CASE-000095,CM-002,SMS,2025-05-03,39
ACT-0000554,CASE-000095,CM-002,SMS,2025-05-14,23
ACT-0000555,CASE-000095,CM-002,Phone Call,2025-04-17,6
ACT-0000556,CASE-000095,CM-002,Phone Call,2025-05-04,30
ACT-0000557,CASE-000095,CM-002,Phone Call,2025-05-07,18
ACT-0000558,CASE-000095,CM-002,Email,2025-04-26,12
ACT-0000559,CASE-000095,CM-002,Document Request,2025-05-15,1
ACT-0000560,CASE-000095,CM-002,Document Request,2025-05-14,29
ACT-0000561,CASE-000096,CM-010,Status Update,2024-05-12,22
ACT-0000562,CASE-000096,CM-010,SMS,2024-09-29,14
ACT-0000563,CASE-000096,CM-010,SMS,2024-04-19,22
ACT-0000564,CASE-000096,CM-010,Medical Record Review,2024-10-24,13
ACT-0000565,CASE-000096,CM-010,Demand Drafting,2024-04-03,10
ACT-0000566,CASE-000096,CM-010,Phone Call,2024-11-09,1
ACT-0000567,CASE-000097,CM-017,SMS,2025-03-19,16
ACT-0000568,CASE-000097,CM-017,Medical Record Review,2024-10-25,15
ACT-0000569,CASE-000097,CM-017,Demand Drafting,2024-07-10,15
ACT-0000570,CASE-000097,CM-017,Internal Note,2025-03-01,2
ACT-0000571,CASE-000097,CM-017,Demand Drafting,2025-04-10,12
ACT-0000572,CASE-000097,CM-017,Phone Call,2025-01-15,21
ACT-0000573,CASE-000097,CM-017,Phone Call,2025-04-19,4
ACT-0000574,CASE-000097,CM-017,Document Request,2024-04-15,13
ACT-0000575,CASE-000097,CM-017,Demand Drafting,2024-05-06,31
ACT-0000576,CASE-000098,CM-006,Client Meeting,2025-02-28,16
ACT-0000577,CASE-000098,CM-006,Document Request,2025-02-20,17
ACT-0000578,CASE-000098,CM-006,Phone Call,2025-01-23,31
ACT-0000579,CASE-000098,CM-006,Internal Note,2025-03-01,21
ACT-0000580,CASE-000099,CM-002,Medical Record Review,2025-01-26,7
ACT-0000581,CASE-000099,CM-002,Negotiation Call,2025-04-12,30
ACT-0000582,CASE-000099,CM-002,Status Update,2025-02-25,24
ACT-0000583,CASE-000099,CM-002,SMS,2025-06-11,18
ACT-0000584,CASE-000099,CM-002,Client Meeting,2025-04-03,25
ACT-0000585,CASE-000100,CM-007,SMS,2025-06-19,17
ACT-0000586,CASE-000100,CM-007,Demand Drafting,2025-06-20,21
ACT-0000587,CASE-000100,CM-007,Internal Note,2025-06-18,27
ACT-0000588,CASE-000100,CM-007,Negotiation Call,2025-06-22,30
ACT-0000589,CASE-000100,CM-007,Demand Drafting,2025-06-27,32
ACT-0000590,CASE-000101,CM-011,Client Meeting,2024-07-22,24
ACT-0000591,CASE-000101,CM-011,Demand Drafting,2024-08-22,18
ACT-0000592,CASE-000102,CM-018,Client Meeting,2023-11-11,27
ACT-0000593,CASE-000102,CM-018,Client Meeting,2024-07-18,28
ACT-0000594,CASE-000102,CM-018,Email,2025-02-15,10
ACT-0000595,CASE-000102,CM-018,Internal Note,2023-12-26,21
ACT-0000596,CASE-000102,CM-018,Medical Record Review,2024-05-22,23
ACT-0000597,CASE-000102,CM-018,Negotiation Call,2024-04-24,16
ACT-0000598,CASE-000102,CM-018,Negotiation Call,2024-04-12,17
ACT-0000599,CASE-000102,CM-018,Client Meeting,2024-07-29,17
ACT-0000600,CASE-000103,CM-004,Phone Call,2024-10-11,21
ACT-0000601,CASE-000103,CM-004,Demand Drafting,2024-05-02,19
ACT-0000602,CASE-000104,CM-010,Negotiation Call,2024-06-22,15
ACT-0000603,CASE-000104,CM-010,Medical Record Review,2024-04-09,10
ACT-0000604,CASE-000104,CM-010,SMS,2024-02-17,27
ACT-0000605,CASE-000105,CM-012,Phone Call,2024-04-03,8
ACT-0000606,CASE-000105,CM-012,Status Update,2024-02-26,27
ACT-0000607,CASE-000105,CM-012,Status Update,2024-02-12,25
ACT-0000608,CASE-000105,CM-012,Negotiation Call,2024-01-25,15
ACT-0000609,CASE-000106,CM-004,Status Update,2024-12-19,16
ACT-0000610,CASE-000106,CM-004,Medical Record Review,2024-11-14,30
ACT-0000611,CASE-000106,CM-004,Email,2024-12-03,1
ACT-0000612,CASE-000106,CM-004,Phone Call,2025-01-04,24
ACT-0000613,CASE-000106,CM-004,Demand Drafting,2024-12-08,1
ACT-0000614,CASE-000106,CM-004,SMS,2024-12-14,23
ACT-0000615,CASE-000107,CM-013,Document Request,2023-12-18,14
ACT-0000616,CASE-000107,CM-013,Email,2024-01-07,31
ACT-0000617,CASE-000107,CM-013,Medical Record Review,2024-01-16,22
ACT-0000618,CASE-000107,CM-013,SMS,2023-11-12,28
ACT-0000619,CASE-000107,CM-013,Email,2024-07-17,15
ACT-0000620,CASE-000108,CM-009,SMS,2025-03-01,10
ACT-0000621,CASE-000108,CM-009,Internal Note,2024-11-12,10
ACT-0000622,CASE-000108,CM-009,Status Update,2024-11-14,16
ACT-0000623,CASE-000109,CM-018,Status Update,2025-03-10,26
ACT-0000624,CASE-000109,CM-018,Internal Note,2025-04-23,11
ACT-0000625,CASE-000109,CM-018,Document Request,2025-05-06,19
ACT-0000626,CASE-000109,CM-018,Phone Call,2025-03-04,24
ACT-0000627,CASE-000109,CM-018,Email,2024-12-06,20
ACT-0000628,CASE-000109,CM-018,Phone Call,2025-02-16,21
ACT-0000629,CASE-000109,CM-018,Status Update,2025-02-21,13
ACT-0000630,CASE-000110,CM-005,Medical Record Review,2024-12-29,26
ACT-0000631,CASE-000110,CM-005,Internal Note,2024-09-29,3
ACT-0000632,CASE-000110,CM-005,Internal Note,2024-12-31,17
ACT-0000633,CASE-000110,CM-005,Email,2025-02-12,1
ACT-0000634,CASE-000111,CM-007,Email,2024-12-01,25
ACT-0000635,CASE-000111,CM-007,Phone Call,2025-03-26,28
ACT-0000636,CASE-000112,CM-009,Client Meeting,2025-05-09,1
ACT-0000637,CASE-000112,CM-009,Document Request,2025-05-06,21
ACT-0000638,CASE-000112,CM-009,Negotiation Call,2025-02-19,7
ACT-0000639,CASE-000112,CM-009,Email,2025-04-22,24
ACT-0000640,CASE-000112,CM-009,Medical Record Review,2025-05-29,17
ACT-0000641,CASE-000112,CM-009,Demand Drafting,2025-06-02,20
ACT-0000642,CASE-000112,CM-009,SMS,2025-04-05,29
ACT-0000643,CASE-000112,CM-009,Demand Drafting,2025-03-09,15
ACT-0000644,CASE-000112,CM-009,SMS,2025-02-21,34
ACT-0000645,CASE-000112,CM-009,Medical Record Review,2025-05-28,17
ACT-0000646,CASE-000112,CM-009,Document Request,2025-05-10,8
ACT-0000647,CASE-000112,CM-009,Status Update,2025-03-17,14
ACT-0000648,CASE-000112,CM-009,Email,2025-05-07,4
ACT-0000649,CASE-000112,CM-009,Email,2025-03-25,10
ACT-0000650,CASE-000112,CM-009,Internal Note,2025-03-05,19
ACT-0000651,CASE-000112,CM-009,Phone Call,2025-05-15,19
ACT-0000652,CASE-000113,CM-015,Phone Call,2024-12-16,35
ACT-0000653,CASE-000113,CM-015,Email,2024-12-22,38
ACT-0000654,CASE-000113,CM-015,Internal Note,2025-01-10,11
ACT-0000655,CASE-000113,CM-015,Phone Call,2024-12-12,29
ACT-0000656,CASE-000113,CM-015,Negotiation Call,2024-12-29,18
ACT-0000657,CASE-000113,CM-015,Client Meeting,2024-12-02,12
ACT-0000658,CASE-000114,CM-009,Client Meeting,2025-04-14,8
ACT-0000659,CASE-000114,CM-009,Document Request,2025-01-03,26
ACT-0000660,CASE-000114,CM-009,Internal Note,2025-03-13,23
ACT-0000661,CASE-000114,CM-009,Demand Drafting,2025-01-10,21
ACT-0000662,CASE-000114,CM-009,Client Meeting,2025-02-14,23
ACT-0000663,CASE-000114,CM-009,Client Meeting,2025-04-24,1
ACT-0000664,CASE-000114,CM-009,Status Update,2025-02-19,9
ACT-0000665,CASE-000114,CM-009,SMS,2025-03-07,7
ACT-0000666,CASE-000114,CM-009,Email,2025-03-30,29
ACT-0000667,CASE-000114,CM-009,Negotiation Call,2025-02-14,12
ACT-0000668,CASE-000114,CM-009,Document Request,2025-03-07,25
ACT-0000669,CASE-000114,CM-009,Status Update,2025-03-31,25
ACT-0000670,CASE-000114,CM-009,Client Meeting,2025-01-17,18
ACT-0000671,CASE-000114,CM-009,Client Meeting,2025-01-30,1
ACT-0000672,CASE-000114,CM-009,Email,2025-02-02,4
ACT-0000673,CASE-000115,CM-004,Email,2023-12-16,17
ACT-0000674,CASE-000115,CM-004,Document Request,2023-12-24,27
ACT-0000675,CASE-000115,CM-004,Negotiation Call,2024-04-02,14
ACT-0000676,CASE-000115,CM-004,SMS,2024-01-03,18
ACT-0000677,CASE-000116,CM-001,Email,2024-03-20,15
ACT-0000678,CASE-000116,CM-001,Status Update,2024-04-18,17
ACT-0000679,CASE-000116,CM-001,Client Meeting,2024-01-05,22
ACT-0000680,CASE-000116,CM-001,Phone Call,2024-01-24,14
ACT-0000681,CASE-000116,CM-001,Client Meeting,2024-02-11,28
ACT-0000682,CASE-000116,CM-001,Status Update,2023-11-21,14
ACT-0000683,CASE-000116,CM-001,Phone Call,2023-12-22,37
ACT-0000684,CASE-000117,CM-004,SMS,2025-06-25,17
ACT-0000685,CASE-000117,CM-004,Document Request,2025-05-24,17
ACT-0000686,CASE-000117,CM-004,Phone Call,2025-06-07,27
ACT-0000687,CASE-000117,CM-004,Status Update,2025-06-30,20
ACT-0000688,CASE-000117,CM-004,Phone Call,2025-06-25,11
ACT-0000689,CASE-000117,CM-004,Email,2025-06-18,34
ACT-0000690,CASE-000118,CM-001,Internal Note,2025-04-09,1
ACT-0000691,CASE-000118,CM-001,Phone Call,2025-06-26,26
ACT-0000692,CASE-000118,CM-001,Client Meeting,2024-12-17,10
ACT-0000693,CASE-000118,CM-001,Medical Record Review,2025-01-06,14
ACT-0000694,CASE-000118,CM-001,Medical Record Review,2025-04-07,17
ACT-0000695,CASE-000119,CM-009,Phone Call,2024-06-04,17
ACT-0000696,CASE-000119,CM-009,Medical Record Review,2024-12-15,19
ACT-0000697,CASE-000119,CM-009,Email,2025-06-10,30
ACT-0000698,CASE-000119,CM-009,Internal Note,2025-01-25,23
ACT-0000699,CASE-000119,CM-009,Client Meeting,2024-03-21,22
ACT-0000700,CASE-000119,CM-009,SMS,2025-02-02,12
ACT-0000701,CASE-000119,CM-009,Negotiation Call,2024-04-27,1
ACT-0000702,CASE-000120,CM-013,Negotiation Call,2025-03-13,32
ACT-0000703,CASE-000120,CM-013,Client Meeting,2024-11-30,30
ACT-0000704,CASE-000120,CM-013,Negotiation Call,2024-09-04,24
ACT-0000705,CASE-000120,CM-013,Negotiation Call,2025-06-30,1
ACT-0000706,CASE-000120,CM-013,Phone Call,2024-09-03,19
ACT-0000707,CASE-000120,CM-013,Client Meeting,2025-05-12,26
ACT-0000708,CASE-000120,CM-013,Demand Drafting,2025-05-21,18
ACT-0000709,CASE-000120,CM-013,Phone Call,2024-08-09,21
ACT-0000710,CASE-000120,CM-013,SMS,2025-04-04,24
ACT-0000711,CASE-000120,CM-013,Internal Note,2025-04-21,4
ACT-0000712,CASE-000121,CM-006,Email,2024-11-17,8
ACT-0000713,CASE-000121,CM-006,Demand Drafting,2024-09-24,8
ACT-0000714,CASE-000121,CM-006,Internal Note,2025-01-28,8
ACT-0000715,CASE-000121,CM-006,SMS,2024-10-04,20
ACT-0000716,CASE-000121,CM-006,Document Request,2025-03-15,7
ACT-0000717,CASE-000122,CM-001,Phone Call,2024-11-09,9
ACT-0000718,CASE-000122,CM-001,Client Meeting,2024-12-10,46
ACT-0000719,CASE-000122,CM-001,Client Meeting,2024-11-08,22
ACT-0000720,CASE-000122,CM-001,Medical Record Review,2025-01-03,11
ACT-0000721,CASE-000122,CM-001,Client Meeting,2024-11-17,18
ACT-0000722,CASE-000123,CM-004,Negotiation Call,2025-06-17,20
ACT-0000723,CASE-000123,CM-004,Phone Call,2025-06-24,22
ACT-0000724,CASE-000123,CM-004,Client Meeting,2025-06-24,3
ACT-0000725,CASE-000123,CM-004,Status Update,2025-06-18,10
ACT-0000726,CASE-000123,CM-004,Email,2025-06-09,18
ACT-0000727,CASE-000124,CM-002,Document Request,2025-06-16,20
ACT-0000728,CASE-000124,CM-002,Demand Drafting,2025-06-09,25
ACT-0000729,CASE-000124,CM-002,SMS,2025-06-16,11
ACT-0000730,CASE-000124,CM-002,Document Request,2025-06-08,32
ACT-0000731,CASE-000124,CM-002,Negotiation Call,2025-06-13,13
ACT-0000732,CASE-000124,CM-002,Medical Record Review,2025-06-07,21
ACT-0000733,CASE-000125,CM-016,SMS,2024-03-07,12
ACT-0000734,CASE-000125,CM-016,Internal Note,2024-10-01,31
ACT-0000735,CASE-000125,CM-016,Demand Drafting,2024-12-07,19
ACT-0000736,CASE-000125,CM-016,Internal Note,2024-04-27,16
ACT-0000737,CASE-000125,CM-016,Status Update,2024-08-27,5
ACT-0000738,CASE-000126,CM-014,Demand Drafting,2025-05-20,11
ACT-0000739,CASE-000126,CM-014,Phone Call,2025-05-30,37
ACT-0000740,CASE-000126,CM-014,SMS,2025-06-01,33
ACT-0000741,CASE-000126,CM-014,Client Meeting,2025-06-02,15
ACT-0000742,CASE-000126,CM-014,Status Update,2025-06-04,19
ACT-0000743,CASE-000126,CM-014,SMS,2025-05-29,7
ACT-0000744,CASE-000126,CM-014,Client Meeting,2025-05-23,22
ACT-0000745,CASE-000126,CM-014,Negotiation Call,2025-06-12,28
ACT-0000746,CASE-000126,CM-014,Medical Record Review,2025-06-09,26
ACT-0000747,CASE-000126,CM-014,Negotiation Call,2025-05-20,2
ACT-0000748,CASE-000126,CM-014,Status Update,2025-05-31,14
ACT-0000749,CASE-000127,CM-014,Email,2023-08-01,22
ACT-0000750,CASE-000127,CM-014,Email,2024-03-15,27
ACT-0000751,CASE-000127,CM-014,Demand Drafting,2024-02-13,10
ACT-0000752,CASE-000127,CM-014,Phone Call,2024-07-16,12
ACT-0000753,CASE-000127,CM-014,Status Update,2024-08-05,1
ACT-0000754,CASE-000128,CM-008,Email,2024-09-21,16
ACT-0000755,CASE-000128,CM-008,SMS,2024-11-30,10
ACT-0000756,CASE-000128,CM-008,Demand Drafting,2024-12-12,26
ACT-0000757,CASE-000128,CM-008,Internal Note,2024-11-25,23
ACT-0000758,CASE-000128,CM-008,Client Meeting,2024-12-12,24
ACT-0000759,CASE-000128,CM-008,Email,2024-12-16,13
ACT-0000760,CASE-000128,CM-008,Internal Note,2024-11-29,1
ACT-0000761,CASE-000128,CM-008,Email,2024-11-14,18
ACT-0000762,CASE-000129,CM-002,SMS,2025-02-09,31
ACT-0000763,CASE-000129,CM-002,Document Request,2025-03-21,18
ACT-0000764,CASE-000129,CM-002,Phone Call,2025-01-10,1
ACT-0000765,CASE-000129,CM-002,Demand Drafting,2024-10-31,13
ACT-0000766,CASE-000129,CM-002,SMS,2024-11-02,28
ACT-0000767,CASE-000129,CM-002,Document Request,2024-11-26,5
ACT-0000768,CASE-000129,CM-002,Internal Note,2025-02-16,36
ACT-0000769,CASE-000130,CM-007,Negotiation Call,2024-04-13,32
ACT-0000770,CASE-000130,CM-007,Phone Call,2024-03-24,1
ACT-0000771,CASE-000130,CM-007,Phone Call,2024-01-04,12
ACT-0000772,CASE-000130,CM-007,Email,2024-04-03,32
ACT-0000773,CASE-000130,CM-007,Medical Record Review,2023-12-03,36
ACT-0000774,CASE-000131,CM-006,Negotiation Call,2024-01-20,17
